top_left_LDR,top_right_LDR,bottom_left_LDR,bottom_right_LDR,hour,voltage,current,optimal_horizontal_angle,optimal_vertical_angle
550,538,561,564,18,4.87,0.64,90,89
652,672,668,649,10,5.81,0.85,89,90
621,626,708,631,11,5.69,0.81,91,87
512,510,490,440,7,4.29,0.73,91,92
608,689,654,609,7,5.63,0.76,89,90
869,803,881,847,8,7.48,1.13,92,88
757,821,746,774,11,6.81,1.18,87,91
859,884,838,875,8,7.6,0.79,88,90
395,437,415,420,8,3.67,0.5,88,89
720,789,754,730,10,6.58,1.02,88,90
598,550,548,547,13,4.93,0.58,91,91
316,307,343,346,9,2.89,0.38,90,88
416,349,397,375,13,3.38,0.34,92,89
727,771,707,682,18,6.35,0.92,89,92
392,345,426,435,15,3.51,0.6,90,86
778,792,800,739,15,6.84,0.83,91,90
393,465,426,423,9,3.75,0.48,88,90
663,655,658,653,12,5.78,0.76,90,90
633,729,633,669,13,5.86,0.81,86,91
912,865,852,930,13,7.83,1.39,89,89
611,659,637,668,6,5.66,0.73,88,89
686,716,739,738,16,6.33,1.07,89,88
838,791,839,804,11,7.2,0.92,92,89
906,885,913,870,9,7.86,1.29,91,90
537,524,556,575,14,4.82,0.53,89,88
888,852,855,863,9,7.61,1.32,90,90
736,795,819,742,8,6.8,0.85,90,89
813,856,804,857,10,7.32,1.15,87,90
838,849,867,818,13,7.42,1.22,90,90
649,618,603,612,16,5.46,0.7,90,91
265,274,330,334,10,2.65,0.27,89,86
644,689,663,702,9,5.93,1.03,87,89
782,767,735,811,12,6.81,0.77,88,90
550,559,517,554,11,4.79,0.52,88,90
610,621,545,565,15,5.15,0.65,89,93
773,793,755,797,17,6.86,1.05,88,90
397,421,413,431,18,3.66,0.64,88,89
599,642,658,683,18,5.68,0.63,88,87
891,822,875,853,6,7.57,0.76,92,89
369,338,376,352,14,3.16,0.44,91,89
935,897,915,927,11,8.08,1.28,90,89
339,345,350,348,12,3.04,0.54,89,89
709,687,703,663,11,6.07,0.82,91,90
635,654,707,651,15,5.82,0.69,90,88
870,895,874,905,7,7.79,0.89,88,89
337,314,308,303,8,2.78,0.42,90,91
764,707,764,779,11,6.63,0.81,91,88
349,297,335,346,12,2.92,0.45,91,89
798,766,740,721,7,6.65,0.89,91,92
721,710,774,739,10,6.48,1.12,91,87
497,445,441,526,6,4.2,0.69,89,89
588,606,604,592,9,5.26,0.69,89,89
761,819,808,830,17,7.08,1.27,88,88
564,562,542,620,13,5.03,0.52,88,89
910,855,866,860,13,7.68,0.79,91,90
446,472,465,484,15,4.11,0.62,88,89
318,401,330,313,12,3.0,0.52,88,91
807,860,834,837,13,7.34,0.97,88,89
535,512,567,507,6,4.66,0.8,92,89
592,657,649,653,10,5.61,0.81,88,88
392,444,415,401,13,3.63,0.56,89,90
428,407,466,457,6,3.87,0.48,90,87
335,380,379,381,17,3.24,0.47,88,88
451,479,411,405,12,3.84,0.5,89,92
281,336,307,337,17,2.77,0.4,87,89
892,865,887,866,17,7.72,0.94,91,90
611,603,628,609,11,5.39,0.55,90,89
909,857,912,850,17,7.76,1.36,92,90
521,588,581,578,17,4.99,0.5,88,88
614,576,620,626,9,5.36,0.7,90,88
831,885,823,824,16,7.4,0.76,88,91
373,358,359,421,12,3.32,0.4,88,88
709,629,633,661,11,5.79,0.59,91,91
514,548,538,506,15,4.63,0.75,89,90
324,410,377,348,11,3.21,0.41,88,90
569,537,612,592,14,5.08,0.9,91,87
383,434,357,415,11,3.49,0.39,87,91
764,729,758,717,7,6.53,0.9,91,90
584,564,538,557,16,4.93,0.73,90,91
704,711,709,726,13,6.27,1.11,89,89
653,696,652,737,18,6.02,0.96,86,89
423,511,431,450,13,3.99,0.42,87,91
427,477,444,392,17,3.83,0.5,90,91
497,540,567,529,11,4.69,0.6,89,88
798,789,816,733,9,6.9,1.2,92,90
451,518,478,510,16,4.3,0.5,87,89
728,717,765,797,14,6.61,1.07,89,87
328,334,358,335,7,2.98,0.38,90,89
684,665,696,660,7,5.95,1.04,91,89
312,391,313,373,16,3.05,0.35,86,90
478,551,531,519,17,4.57,0.66,88,89
864,898,834,828,12,7.53,1.02,89,92
385,396,447,401,14,3.58,0.62,90,88
449,513,531,538,8,4.47,0.76,88,87
801,883,849,819,15,7.37,0.98,88,90
446,428,458,471,7,3.97,0.53,90,88
351,325,357,361,12,3.07,0.48,90,88
407,413,410,459,11,3.71,0.58,88,88
730,791,814,754,9,6.79,0.82,89,88
606,630,655,601,14,5.48,0.72,90,89
701,740,695,722,17,6.29,0.68,88,90
448,479,506,452,17,4.15,0.71,90,89
408,445,435,409,13,3.73,0.52,89,90
663,690,726,744,14,6.21,0.83,88,87
657,726,647,636,16,5.86,0.64,88,92
789,773,816,856,17,7.11,1.28,89,87
569,596,566,639,15,5.21,0.93,87,89
728,677,671,649,7,5.99,0.64,91,92
826,821,823,760,17,7.1,1.01,91,91
338,399,351,376,18,3.22,0.56,87,90
375,417,440,432,7,3.66,0.49,89,88
619,612,619,560,6,5.3,0.78,91,91
409,409,347,343,13,3.32,0.41,90,93
717,768,798,749,6,6.67,0.71,89,88
735,699,712,697,12,6.25,0.95,91,90
490,565,478,494,15,4.46,0.47,87,92
402,477,427,462,10,3.89,0.4,87,89
702,770,772,720,17,6.52,0.8,89,89
570,667,612,582,14,5.35,0.57,88,91
402,338,339,395,9,3.24,0.37,90,90
454,442,389,467,9,3.85,0.56,88,91
375,324,372,408,9,3.25,0.55,90,87
405,386,394,420,8,3.53,0.42,89,89
412,343,419,353,13,3.36,0.55,93,89
407,356,431,393,18,3.49,0.39,92,88
674,727,764,709,8,6.32,0.73,90,88
517,488,515,481,16,4.4,0.6,91,90
562,624,645,627,8,5.41,0.89,88,87
469,524,480,439,16,4.21,0.47,89,91
855,863,843,787,14,7.36,1.3,91,92
360,435,440,348,18,3.48,0.45,90,90
475,470,486,464,7,4.17,0.59,90,89
704,771,779,751,10,6.61,0.86,89,88
558,495,520,494,9,4.55,0.79,92,90
575,569,583,604,13,5.13,0.57,89,88
543,532,492,498,7,4.54,0.74,90,92
716,669,693,634,10,5.96,0.97,92,91
799,807,787,802,13,7.03,1.12,89,90
860,791,814,856,13,7.3,1.06,90,89
439,371,409,411,10,3.59,0.5,91,89
411,348,397,392,18,3.4,0.61,91,89
713,740,783,747,8,6.56,0.69,90,88
481,514,493,456,17,4.28,0.68,90,91
890,849,915,876,12,7.76,1.09,92,88
813,803,722,786,18,6.87,1.0,88,92
680,686,703,754,8,6.21,0.78,88,87
529,542,538,620,17,4.9,0.58,87,87
725,667,744,726,7,6.29,1.11,91,88
518,491,548,545,11,4.62,0.75,90,87
426,477,450,429,16,3.92,0.59,89,90
735,762,735,685,12,6.42,0.79,90,91
378,424,410,393,15,3.53,0.61,89,89
527,505,522,515,17,4.55,0.46,90,89
923,929,857,904,9,7.95,1.14,88,92
800,798,787,806,11,7.02,0.74,89,90
333,397,358,355,18,3.17,0.53,88,90
441,401,486,480,14,3.98,0.56,91,86
344,372,325,327,7,3.01,0.4,89,91
877,933,895,854,13,7.83,0.88,89,91
908,852,877,849,16,7.67,0.88,92,90
364,405,354,393,10,3.33,0.53,88,90
852,815,791,852,14,7.28,1.11,89,90
478,485,451,476,6,4.16,0.71,89,90
646,733,645,703,16,6.0,0.68,86,90
402,394,393,349,11,3.38,0.48,91,91
557,493,521,556,12,4.68,0.58,90,89
416,424,367,408,8,3.55,0.46,88,91
877,888,847,842,14,7.6,1.23,89,91
448,457,438,467,13,3.98,0.43,89,90
770,802,777,758,17,6.83,0.92,89,90
591,501,543,546,11,4.8,0.71,92,90
598,551,577,573,14,5.06,0.55,91,89
383,307,376,336,12,3.08,0.55,92,89
373,368,350,351,15,3.17,0.51,90,91
334,353,402,405,13,3.29,0.57,89,87
615,574,574,657,8,5.32,0.65,88,88
797,763,792,741,9,6.8,1.15,92,90
889,896,842,845,9,7.64,0.92,89,92
766,831,827,807,7,7.11,0.73,88,89
537,476,520,483,17,4.43,0.67,92,90
444,428,455,375,14,3.74,0.42,92,91
726,682,704,738,17,6.27,0.74,90,89
696,749,705,688,18,6.24,0.81,89,91
851,800,816,794,10,7.17,1.24,91,91
603,601,605,613,8,5.33,0.58,89,89
467,488,507,451,16,4.21,0.53,90,89
477,515,510,504,10,4.41,0.46,89,89
463,482,489,451,9,4.15,0.52,90,90
538,571,504,540,9,4.74,0.62,88,91
619,651,641,705,12,5.75,0.79,87,88
339,321,334,355,13,2.97,0.39,89,89
770,786,708,751,18,6.63,0.94,88,92
371,342,318,370,11,3.08,0.48,89,90
546,551,547,492,11,4.7,0.66,91,91
433,415,443,458,13,3.85,0.47,90,88
573,514,567,583,15,4.92,0.53,91,88
368,307,388,356,15,3.12,0.47,92,88
355,356,353,370,14,3.15,0.34,89,89
297,333,291,293,13,2.67,0.41,89,91
779,842,845,811,7,7.21,1.13,89,89
783,750,777,704,15,6.63,1.01,92,91
645,731,693,717,12,6.13,0.85,87,89
837,838,800,892,17,7.41,0.79,87,89
412,423,425,373,9,3.59,0.38,91,90
779,735,745,759,6,6.64,1.18,90,90
793,785,716,752,17,6.7,0.84,89,92
817,824,833,793,11,7.19,1.06,90,90
864,819,815,854,14,7.37,1.29,90,90
385,385,437,365,14,3.46,0.59,91,89
437,434,449,468,17,3.93,0.67,89,88
540,500,529,541,17,4.64,0.75,90,89
405,324,397,362,18,3.27,0.46,92,89
414,473,449,449,9,3.93,0.46,88,89
898,894,841,918,12,7.81,1.27,88,90
506,489,513,478,17,4.37,0.51,91,90
695,768,699,701,12,6.3,1.1,88,91
625,659,590,591,11,5.42,0.68,89,92
821,847,799,775,16,7.13,0.83,89,92
860,860,927,923,6,7.85,1.39,90,86
310,327,325,279,16,2.73,0.48,90,90
327,319,320,285,15,2.75,0.39,91,91
308,369,286,303,7,2.78,0.3,88,92
822,827,850,799,6,7.25,0.9,91,90
456,439,390,480,8,3.88,0.64,88,90
846,932,931,914,9,7.97,1.38,88,88
477,492,518,550,15,4.48,0.45,88,87
304,310,333,309,6,2.76,0.43,90,89
482,461,414,419,7,3.91,0.4,90,92
699,766,703,701,16,6.31,1.13,88,91
648,661,716,707,17,6.01,0.71,89,87
280,340,359,291,13,2.79,0.48,90,89
596,616,605,554,7,5.21,0.6,90,91
679,712,654,650,13,5.93,0.67,89,92
605,588,672,640,18,5.51,0.89,91,87
328,402,367,376,12,3.24,0.41,87,89
934,904,913,930,14,8.1,0.88,90,89
648,633,588,635,15,5.51,0.97,89,91
783,758,810,813,17,6.96,1.18,90,87
413,400,467,453,14,3.81,0.47,90,87
464,462,453,476,18,4.08,0.66,89,89
879,875,869,818,14,7.57,1.22,91,91
705,773,765,704,11,6.48,1.09,89,90
578,582,531,565,13,4.96,0.86,89,91
355,266,339,318,13,2.81,0.3,92,89
330,371,291,344,14,2.94,0.39,87,91
449,374,386,420,17,3.58,0.42,91,90
536,444,499,477,6,4.3,0.54,92,90
665,634,685,661,10,5.82,0.83,91,88
669,608,658,670,12,5.73,0.66,91,88
695,691,696,659,11,6.03,1.08,91,90
691,706,684,699,13,6.11,0.8,89,90
703,658,704,682,14,6.04,0.96,91,89
750,746,751,769,11,6.63,0.8,89,89
767,708,741,752,12,6.53,1.01,91,89
427,403,420,395,6,3.62,0.6,91,90
828,838,807,795,8,7.19,0.72,90,91
710,687,687,715,12,6.16,0.93,89,89
784,775,787,802,12,6.92,1.12,89,89
296,287,338,274,12,2.63,0.34,91,89
812,781,825,790,17,7.06,1.03,91,89
678,681,725,675,13,6.07,0.8,91,88
656,657,737,687,9,6.02,0.7,91,87
496,468,505,553,15,4.45,0.68,89,87
586,537,530,560,18,4.87,0.78,90,90
581,655,590,625,12,5.39,0.66,87,90
393,371,331,385,15,3.26,0.52,89,91
832,746,744,737,9,6.73,0.95,92,92
329,394,397,323,14,3.17,0.4,90,90
585,604,645,645,8,5.45,0.96,89,87
364,344,338,287,15,2.93,0.47,91,92
373,331,327,318,9,2.97,0.51,91,91
516,557,583,494,8,4.73,0.58,91,89
630,605,689,629,13,5.62,0.81,92,87
279,333,305,347,9,2.78,0.48,87,89
586,582,518,574,16,4.97,0.64,88,91
576,539,535,540,7,4.82,0.63,90,91
802,855,856,860,7,7.42,1.05,88,88
459,501,470,495,7,4.23,0.67,88,89
820,774,815,805,6,7.07,0.93,91,89
633,624,693,648,16,5.71,0.89,91,87
860,776,861,816,15,7.29,1.3,93,88
677,689,645,625,15,5.8,1.01,90,92
660,734,711,674,14,6.11,1.03,89,90
452,456,385,392,13,3.71,0.48,89,93
518,455,449,524,8,4.28,0.71,89,90
737,655,698,656,16,6.04,1.08,93,90
497,462,523,471,11,4.3,0.7,92,89
709,767,713,697,17,6.35,0.99,88,91
763,789,720,747,6,6.64,0.93,88,92
427,468,471,471,18,4.04,0.66,88,88
393,431,397,335,16,3.42,0.36,90,92
488,545,475,445,6,4.3,0.61,89,92
354,358,411,379,18,3.3,0.34,90,88
378,401,433,402,17,3.55,0.5,90,88
321,318,364,335,17,2.94,0.32,90,88
726,753,668,655,12,6.16,1.0,89,93
417,416,407,492,12,3.81,0.56,87,88
772,776,759,761,12,6.75,0.8,89,90
295,266,282,307,7,2.53,0.42,90,89
784,733,729,780,13,6.66,1.18,90,90
914,928,866,934,9,8.01,1.17,87,91
552,548,563,595,7,4.97,0.57,89,88
652,638,635,684,18,5.74,0.79,89,89
866,826,837,883,17,7.5,1.15,89,89
786,739,750,784,14,6.73,1.12,90,89
618,589,623,582,13,5.3,0.83,91,90
580,558,573,612,11,5.11,0.86,89,88
504,563,539,545,12,4.73,0.67,88,89
652,694,650,665,18,5.85,1.04,88,90
286,355,268,342,18,2.75,0.45,86,90
539,602,543,543,15,4.9,0.85,88,91
675,662,611,674,11,5.77,0.71,88,91
819,797,784,789,16,7.01,0.7,90,91
834,824,835,834,12,7.32,1.11,90,89
681,762,679,729,10,6.27,1.05,86,90
819,815,831,831,12,7.25,0.82,90,89
909,818,819,854,6,7.48,1.25,91,91
877,866,874,820,9,7.56,0.9,91,91
776,816,838,829,13,7.17,1.23,89,88
504,483,530,545,8,4.54,0.69,90,87
358,327,369,325,11,3.03,0.37,91,89
390,453,433,404,15,3.7,0.6,89,90
432,437,412,351,14,3.59,0.56,91,92
602,629,602,641,18,5.44,0.8,88,89
850,800,760,822,12,7.11,1.21,89,91
770,828,821,795,8,7.07,0.79,89,89
400,348,381,309,10,3.16,0.35,93,91
339,354,359,393,10,3.18,0.54,88,88
811,806,777,800,18,7.02,1.08,89,91
395,452,410,449,12,3.75,0.49,87,89
498,425,457,508,10,4.15,0.5,90,88
636,657,623,604,18,5.54,0.62,89,91
781,800,748,718,7,6.7,1.1,90,92
510,520,508,468,17,4.41,0.62,90,91
415,369,432,358,12,3.46,0.62,93,89
398,398,431,381,12,3.54,0.4,91,89
770,731,751,788,7,6.69,0.71,90,89
706,615,686,628,14,5.8,0.68,93,90
761,746,774,726,8,6.61,1.0,91,90
733,692,722,683,17,6.22,0.64,92,90
782,831,828,822,12,7.18,1.21,88,89
923,851,939,933,15,8.02,0.97,91,87
581,573,499,546,11,4.84,0.64,89,92
414,402,447,428,7,3.72,0.58,90,88
901,822,892,848,13,7.62,1.14,93,89
333,273,324,283,8,2.67,0.4,92,89
776,794,823,795,13,7.01,1.1,90,88
885,884,839,818,10,7.54,1.09,90,92
770,812,773,789,11,6.91,0.77,88,90
490,499,505,467,7,4.31,0.6,90,90
784,736,737,729,10,6.57,0.83,91,91
652,645,676,726,10,5.94,0.77,88,87
398,338,371,409,14,3.33,0.51,90,88
502,421,429,442,12,3.95,0.54,91,91
785,752,749,800,13,6.79,1.21,89,89
715,713,762,800,6,6.58,0.85,89,86
404,423,384,398,13,3.54,0.48,89,91
540,460,517,466,12,4.36,0.68,93,90
795,815,799,848,6,7.16,0.75,88,89
870,859,886,806,16,7.52,0.76,92,90
488,537,513,546,10,4.58,0.57,87,89
794,775,824,836,8,7.1,1.13,90,87
343,314,313,343,9,2.89,0.49,89,90
703,693,750,735,8,6.34,0.8,90,87
462,470,464,491,11,4.15,0.68,89,89
438,458,463,432,10,3.94,0.49,90,90
692,655,675,657,11,5.89,0.98,91,90
684,718,747,688,16,6.24,0.64,90,89
808,878,821,892,11,7.48,1.06,86,89
749,765,764,727,10,6.61,0.93,90,90
635,641,626,635,8,5.58,0.62,89,90
888,869,828,864,16,7.59,1.17,89,91
750,693,656,662,9,6.07,0.89,91,93
403,414,418,355,18,3.5,0.47,91,91
286,293,273,283,16,2.5,0.42,89,90
766,762,787,764,13,6.77,1.16,90,89
701,693,690,714,6,6.15,1.08,89,89
538,507,566,555,6,4.76,0.59,91,88
351,321,296,335,10,2.87,0.29,89,91
822,818,892,805,7,7.34,1.06,92,88
290,309,318,330,10,2.74,0.45,89,88
687,709,742,759,7,6.37,0.99,89,87
852,854,827,825,15,7.39,1.0,90,91
782,757,822,791,10,6.93,0.89,91,88
611,632,601,585,8,5.34,0.69,89,91
906,914,833,891,16,7.79,1.07,88,92
739,772,738,774,6,6.65,0.98,88,89
487,539,544,495,17,4.54,0.53,89,89
787,794,760,747,15,6.79,1.11,90,91
377,433,448,423,16,3.7,0.4,89,88
781,799,818,806,6,7.05,0.74,89,88
438,478,464,512,13,4.16,0.67,87,88
511,529,539,517,10,4.61,0.6,90,89
715,770,677,686,11,6.26,1.05,88,93
663,702,681,699,9,6.04,0.78,88,89
429,373,421,417,9,3.61,0.46,91,89
638,555,632,570,12,5.27,0.85,93,89
414,339,347,347,13,3.18,0.33,91,91
588,554,616,647,12,5.29,0.64,90,86
491,509,493,481,17,4.34,0.76,89,90
788,783,780,737,6,6.79,0.83,91,91
565,581,602,554,18,5.06,0.65,90,89
478,421,464,407,7,3.89,0.43,92,90
514,592,580,551,9,4.92,0.7,88,89
727,741,791,744,11,6.6,0.84,90,88
486,409,471,408,14,3.9,0.44,93,90
651,638,641,654,17,5.68,0.97,90,89
378,353,316,323,6,3.01,0.43,90,92
451,404,408,378,6,3.61,0.47,91,91
787,745,771,807,8,6.84,0.77,90,88
495,525,526,512,6,4.53,0.5,89,89
845,920,900,875,13,7.79,0.88,88,89
724,779,760,690,17,6.49,1.09,90,91
592,628,582,650,10,5.39,0.6,87,89
475,475,470,520,13,4.27,0.7,88,89
623,637,637,660,13,5.62,0.66,89,89
622,655,624,671,9,5.66,0.7,88,89
891,840,914,889,11,7.77,1.0,91,88
396,389,373,362,18,3.34,0.59,90,91
662,590,641,608,15,5.5,0.74,92,90
718,747,721,777,8,6.52,0.68,87,89
544,529,538,526,8,4.7,0.53,90,90
661,626,675,641,16,5.73,0.64,91,89
795,782,788,781,12,6.92,0.95,90,90
720,708,761,696,16,6.35,1.06,91,89
393,401,425,392,9,3.54,0.52,90,89
458,477,395,490,14,4.0,0.45,87,91
556,622,544,563,11,5.03,0.51,87,91
350,387,400,391,16,3.36,0.58,89,88
309,336,333,299,16,2.81,0.32,90,90
772,830,845,844,7,7.24,0.93,88,87
800,803,729,773,12,6.83,1.13,88,92
332,297,324,343,16,2.85,0.48,90,89
742,786,786,766,12,6.77,0.9,89,89
481,491,515,548,15,4.48,0.67,88,87
316,340,322,357,7,2.94,0.33,88,89
842,837,807,772,12,7.17,1.07,91,92
640,622,609,652,12,5.55,0.97,89,90
396,380,386,409,11,3.46,0.58,89,89
380,363,360,420,17,3.35,0.45,88,89
758,808,776,746,10,6.79,1.15,89,91
445,369,453,444,9,3.76,0.59,92,87
557,526,585,549,6,4.88,0.83,91,88
324,414,334,379,6,3.19,0.47,86,90
575,555,557,632,6,5.1,0.64,88,88
319,328,315,279,12,2.73,0.28,90,91
579,542,515,494,13,4.68,0.68,91,92
443,495,475,443,12,4.08,0.54,89,90
415,397,362,342,7,3.33,0.44,90,92
753,773,707,789,8,6.65,0.91,87,90
453,489,397,433,10,3.9,0.48,88,92
767,824,764,810,15,6.96,1.0,87,90
769,756,743,780,17,6.7,1.15,89,90
799,767,762,743,16,6.75,0.74,91,91
713,697,771,750,11,6.45,1.03,90,87
797,800,718,754,8,6.75,0.72,89,93
614,597,607,575,13,5.26,0.8,91,90
358,419,403,381,12,3.43,0.54,89,89
412,443,405,439,18,3.74,0.52,88,90
894,886,844,808,8,7.55,1.14,91,93
544,488,466,464,6,4.32,0.45,91,92
790,821,774,815,18,7.04,0.96,88,90
844,905,879,873,18,7.7,1.24,88,89
416,465,459,466,11,3.97,0.5,88,88
487,449,486,452,18,4.12,0.45,91,89
887,823,872,820,15,7.48,1.2,92,90
428,483,417,403,15,3.81,0.68,88,92
378,388,475,476,6,3.78,0.62,89,85
466,500,439,506,10,4.2,0.64,87,90
699,700,676,673,13,6.04,0.72,90,91
423,362,355,389,8,3.36,0.38,90,91
438,446,510,510,10,4.19,0.69,89,86
365,351,391,363,12,3.23,0.47,91,89
325,368,349,405,15,3.18,0.46,87,88
804,879,846,819,17,7.36,1.25,88,90
640,683,695,689,17,5.95,0.86,89,88
537,571,578,502,15,4.81,0.55,91,90
543,547,506,595,9,4.82,0.69,87,89
448,475,510,481,18,4.21,0.71,90,88
547,599,593,545,17,5.02,0.52,89,90
732,693,672,679,6,6.11,0.66,90,91
465,464,508,453,6,4.16,0.68,91,89
514,469,538,471,10,4.38,0.56,92,89
575,584,570,534,10,4.98,0.88,90,91
725,719,722,752,7,6.42,0.81,89,89
461,464,487,496,8,4.2,0.64,89,88
614,627,596,680,6,5.54,0.67,87,89
566,520,502,500,17,4.59,0.76,91,92
593,641,636,630,17,5.5,0.84,88,89
515,445,457,448,11,4.1,0.7,91,91
604,543,568,582,9,5.05,0.9,91,89
721,805,774,808,13,6.84,0.74,87,88
889,858,841,866,14,7.6,0.86,90,91
739,727,700,719,14,6.35,0.92,89,91
637,630,647,689,10,5.73,0.73,89,88
612,597,599,575,6,5.24,0.86,90,90
416,399,383,481,16,3.69,0.53,87,88
752,763,738,746,11,6.6,0.74,89,90
442,478,473,460,16,4.08,0.41,89,89
636,724,650,705,15,5.97,0.87,86,90
364,390,392,385,15,3.37,0.47,89,89
420,447,422,467,6,3.86,0.63,88,89
385,401,391,382,11,3.43,0.4,89,90
467,553,468,471,13,4.31,0.49,87,92
832,766,781,822,13,7.04,1.24,90,89
665,659,668,711,8,5.95,0.87,89,88
398,452,418,370,13,3.6,0.43,89,91
826,839,749,788,8,7.04,1.2,88,93
303,304,315,307,15,2.7,0.35,90,89
527,571,527,566,14,4.82,0.72,87,90
431,420,462,483,18,3.95,0.51,89,87
695,707,747,733,16,6.34,0.69,90,88
593,534,590,583,16,5.06,0.88,91,88
597,671,646,602,6,5.53,0.73,89,90
477,470,461,481,8,4.15,0.58,89,90
862,844,823,855,8,7.44,0.94,89,90
434,452,423,419,17,3.8,0.41,89,91
495,558,502,520,7,4.56,0.53,87,90
581,594,535,549,15,4.97,0.83,89,92
678,690,700,712,14,6.11,0.85,89,88
721,767,718,742,9,6.48,0.8,88,90
562,600,564,623,7,5.17,0.67,87,89
449,449,462,432,9,3.94,0.68,90,90
478,481,464,448,10,4.12,0.47,90,91
713,678,723,735,14,6.27,1.11,90,88
342,374,335,335,14,3.05,0.55,89,91
416,444,433,461,18,3.86,0.5,88,89
649,651,657,708,13,5.86,0.68,88,88
875,869,934,852,9,7.76,0.99,92,88
662,739,693,698,14,6.14,1.0,87,90
459,519,507,519,15,4.41,0.68,88,88
825,843,916,852,18,7.56,1.02,91,87
682,653,656,658,17,5.83,0.68,90,90
610,633,618,599,9,5.41,0.86,89,90
595,611,658,594,16,5.41,0.9,91,88
759,798,838,760,13,6.94,0.81,90,88
371,389,410,383,18,3.42,0.57,90,89
479,521,481,524,11,4.41,0.62,87,89
438,391,375,390,10,3.51,0.56,90,91
387,341,371,381,14,3.26,0.54,90,89
321,306,292,376,13,2.85,0.49,88,88
751,714,752,776,8,6.58,0.84,90,88
458,487,447,415,7,3.97,0.43,90,92
687,698,724,665,8,6.1,0.82,91,89
385,359,339,319,16,3.08,0.48,91,92
684,664,607,662,17,5.76,0.79,89,91
507,550,529,532,11,4.66,0.59,88,89
849,805,856,885,10,7.47,1.03,90,87
410,348,359,345,11,3.22,0.51,91,91
677,774,708,721,7,6.33,0.84,87,90
609,665,700,653,6,5.78,0.81,89,88
854,901,913,890,7,7.83,1.05,89,88
788,778,816,800,6,7.0,0.83,90,88
452,443,394,457,18,3.84,0.56,88,91
385,388,334,381,14,3.27,0.34,88,91
400,388,398,334,15,3.34,0.36,91,91
477,394,478,393,10,3.83,0.45,94,90
846,826,824,811,18,7.27,0.81,90,90
476,439,422,428,15,3.88,0.46,90,91
813,765,771,851,13,7.04,0.74,89,88
466,511,482,523,8,4.36,0.68,87,89
550,579,536,551,17,4.87,0.51,88,91
754,754,729,707,11,6.48,0.99,90,91
662,613,667,690,16,5.79,0.58,90,87
463,515,456,489,9,4.23,0.74,87,90
805,793,819,795,7,7.06,0.91,90,89
530,536,570,541,17,4.79,0.8,90,88
826,788,762,757,8,6.89,0.8,91,92
879,856,910,880,15,7.75,1.3,91,88
831,847,849,836,8,7.4,1.21,89,89
835,860,799,865,13,7.39,1.28,87,90
702,783,728,699,9,6.4,0.69,88,91
276,335,311,277,15,2.64,0.36,89,90
730,780,715,761,12,6.57,0.97,87,90
652,684,703,672,15,5.96,0.7,89,89
376,333,342,298,6,2.97,0.53,92,91
768,783,811,793,13,6.94,0.91,90,88
751,708,768,694,10,6.42,1.13,92,89
345,409,343,387,8,3.26,0.33,87,90
669,679,687,610,13,5.82,0.73,91,91
499,537,548,530,16,4.65,0.78,89,88
780,794,799,782,9,6.94,1.08,90,89
760,806,756,736,14,6.73,0.94,89,91
469,479,428,446,14,4.01,0.47,89,91
333,331,404,348,8,3.11,0.34,91,87
540,613,557,530,9,4.93,0.56,88,91
319,336,397,353,17,3.09,0.52,90,87
705,646,688,721,12,6.07,1.09,90,88
557,516,565,506,7,4.72,0.52,92,90
626,684,694,707,6,5.96,1.0,88,87
386,358,395,377,16,3.33,0.36,91,89
455,486,437,480,8,4.09,0.5,88,90
319,375,340,362,17,3.07,0.36,88,89
569,563,566,582,7,5.01,0.63,89,89
563,512,590,504,16,4.77,0.63,93,89
670,590,610,648,9,5.54,0.91,91,90
888,830,879,894,6,7.68,0.85,91,88
853,937,881,865,18,7.78,1.17,88,91
736,691,728,766,10,6.42,1.07,90,88
694,659,697,716,9,6.08,0.75,90,88
753,809,741,735,9,6.68,0.86,88,92
765,775,722,764,13,6.66,0.75,88,91
348,311,287,331,6,2.81,0.41,89,91
604,566,601,544,17,5.09,0.76,92,90
706,752,710,740,11,6.4,1.13,88,90
634,575,608,546,12,5.2,0.93,93,91
847,877,921,854,15,7.7,1.13,90,88
337,384,339,429,6,3.27,0.33,86,88
616,532,559,620,14,5.12,0.68,90,89
882,893,855,850,10,7.65,1.28,89,91
761,723,786,813,17,6.78,0.97,90,87
574,659,627,640,17,5.5,0.89,87,89
737,772,783,688,11,6.55,0.94,91,90
940,891,899,940,14,8.07,0.84,90,89
504,430,428,497,8,4.09,0.72,90,90
456,441,458,385,6,3.83,0.42,92,91
750,695,701,663,9,6.18,0.64,92,92
670,692,675,678,16,5.97,0.92,89,90
434,394,422,376,6,3.58,0.63,92,90
563,558,535,551,14,4.85,0.75,89,90
790,856,796,839,10,7.22,0.82,87,90
655,666,653,689,7,5.86,0.87,88,89
489,490,451,451,13,4.14,0.62,89,91
352,419,345,376,15,3.28,0.42,87,91
804,849,839,768,12,7.17,1.07,90,91
863,855,854,834,6,7.49,1.23,90,90
358,407,377,386,14,3.36,0.49,88,90
352,288,310,344,10,2.85,0.38,90,89
507,540,506,529,9,4.58,0.73,88,90
469,467,515,516,14,4.33,0.73,90,87
360,325,325,324,15,2.93,0.42,90,90
355,313,311,403,13,3.04,0.51,88,88
797,829,821,814,18,7.17,1.14,89,89
